actor starting point(x, y): ;5;5;map size(x, y):;128;32;chunks in a(row, column);8;2;s: sky;g: grass;i: ice;m: mud;t: terra;g1: grass with collider;t1: terra with collider;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
t1;;;;;;;;;;;;;;;;;;;;;;;;t1;t1;t1;t1;t1;t1;t1;t1;t1;;;;;;;;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;g1;t;t;t;t
t1;;;;;;;;;;;;;;;;;;;;;;;g1;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;;;;g1;g1;;;t1;t;t;t;t;t;t;t;t1;;;g1;g1;g1;g1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;t;t;t;t
t1;;;;;;;;;;;;;;;;;;;;;;;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;g1;;;;t1;t1;;;t1;t;t;t;t;t;t;t;t1;;;t;t;t;t;;;;g1;g1;g1;g1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;g1;t;t;t;t;t
t1;;;;;;;;;;;;;;;;;;;;;;g1;t;t;t;t;t;t;t;t;t;t;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;;;;;;;t1;;;;t1;t1;g1;g1;t;t;t;t;t;t;t;t;t1;;;;;;;;;;t;t;t;t;;;;;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;;;;;;;;t;t;t;t;t;t
t1;;;;;;;;;;;;;;;;;;;;;;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;g1;g1;g1;t;g1;g1;g1;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;g1;;;;;;g1;g1;t;t;t;t;t;t
t1;;;;;;;;;;;;;;;;;;;;g1;g1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;t;t;t;t;t;t;t;t
t1;;;;;;;;;;;;;;;;;;;;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;g1;t;t;t;t;t;t;t;t
t1;;;;;;;;;;;;;;;;;;;g1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t1;;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;g1;g1;g1;g1;g1;g1;g1;;;;;g1;g1;g1;g1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
t;t;t;t;t;t;t;t1;;;;;t1;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;;;;;;;;;;;;;;t1;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t1;;;;;t1;t;t;t;t;t;t;t;t
